original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating
Hoosiers,1986,"Drama, Sport",114,"UK, USA",English,75.0,28.607524,89.0
Howard the Duck,1986,"Action, Adventure, Comedy",110,USA,English,47.0,37.962774,14.0
Iron Eagle,1986,"Action, Thriller, War",117,"USA, Israel, Canada",English,55.0,24.159872,20.0
Jake Speed,1986,"Action, Adventure, Comedy",105,USA,"English, French",53.0,1.943751,20.0
"Jo Jo Dancer, Your Life Is Calling",1986,"Biography, Comedy, Drama",97,USA,English,64.0,18.03415,55.0
Jumpin' Jack Flash,1986,"Comedy, Romance, Thriller",105,USA,English,59.0,29.844101,29.0
Just Between Friends,1986,Drama,110,USA,English,59.0,6.408791,33.0
The Karate Kid Part II,1986,"Action, Family, Romance",113,USA,English,60.0,115.103979,45.0
Labyrinth,1986,"Adventure, Family, Fantasy",101,"UK, USA",English,74.0,13.90762,72.0
Lady Jane,1986,"Biography, Drama, History",136,UK,"English, Spanish",71.0,0.277646,56.0
Legal Eagles,1986,"Comedy, Crime, Romance",116,USA,English,60.0,93.151591,44.0
Little Shop of Horrors,1986,"Comedy, Horror, Musical",94,USA,English,70.0,38.98226,90.0
The Manhattan Project,1986,"Sci-Fi, Thriller",117,USA,English,62.0,3.9,50.0
Manhunter,1986,"Crime, Horror, Mystery",120,USA,English,72.0,8.620929,93.0
Matador,1986,"Drama, Thriller",110,Spain,Spanish,70.0,0.286126,92.0
Maximum Overdrive,1986,"Action, Comedy, Horror",98,USA,English,55.0,7.433663,15.0
The Mission,1986,"Adventure, Drama, History",125,"UK, France","English, Guarani, Spanish, Latin",74.0,17.502499,64.0
Mona Lisa,1986,"Crime, Drama, Romance",104,UK,English,73.0,5.794184,97.0
The Money Pit,1986,Comedy,91,USA,"English, Spanish, Chinese, Russian, Portuguese",64.0,54.999651,48.0
The Morning After,1986,"Crime, Mystery, Romance",103,USA,"English, French",60.0,25.147055,63.0
The Mosquito Coast,1986,"Adventure, Drama, Thriller",117,USA,"English, Spanish",66.0,14.302779,76.0
Murphy's Law,1986,"Action, Crime, Drama",100,USA,English,60.0,9.947631,40.0
My Beautiful Laundrette,1985,"Comedy, Drama, Romance",97,UK,"English, Urdu",68.0,2.451545,97.0
Night of the Creeps,1986,"Comedy, Horror, Sci-Fi",88,USA,English,68.0,0.591366,75.0
No Mercy,1986,"Crime, Drama, Romance",106,USA,"English, French",57.0,12.303904,27.0
Nomads,1986,"Horror, Mystery, Thriller",91,USA,"English, French",54.0,2.278264,30.0
Nothing in Common,1986,"Comedy, Drama, Romance",118,USA,English,59.0,32.324557,57.0
One Crazy Summer,1986,"Comedy, Romance",93,USA,English,65.0,13.431806,59.0
Peggy Sue Got Married,1986,"Comedy, Drama, Fantasy",103,USA,English,63.0,41.488348,86.0
Platoon,1986,"Drama, War",120,"USA, UK","English, Vietnamese",81.0,138.545632,88.0
Police Academy 3: Back in Training,1986,Comedy,83,"Canada, USA",English,54.0,43.579163,40.0
Power,1986,Drama,111,USA,"English, Spanish, Yiddish",57.0,3.8,50.0
Pretty in Pink,1986,"Comedy, Drama, Romance",97,USA,English,68.0,40.471663,75.0
Psycho III,1986,"Horror, Mystery, Thriller",93,USA,English,54.0,14.481606,58.0
Quicksilver,1986,"Crime, Drama, Thriller",105,USA,English,57.0,7.634909,13.0
Raw Deal,1986,"Action, Crime, Thriller",106,"USA, Netherlands",English,56.0,16.209459,23.0
Reform School Girls,1986,"Crime, Drama, Thriller",94,USA,English,53.0,2.510433,25.0
Running Scared,1986,"Action, Comedy, Crime",107,USA,English,66.0,38.500726,57.0
Ruthless People,1986,"Comedy, Crime",93,USA,English,69.0,71.624879,94.0
Salvador,1986,"Drama, History, Thriller",122,"UK, USA, Mexico","English, Spanish",74.0,1.5,88.0
Shanghai Surprise,1986,"Adventure, Comedy, Crime",97,UK,English,32.0,2.315683,13.0
She's Gotta Have It,1986,"Comedy, Romance",84,USA,English,67.0,7.137502,91.0
Short Circuit,1986,"Comedy, Family, Sci-Fi",98,USA,English,67.0,40.697761,59.0
Solarbabies,1986,"Action, Adventure, Drama",94,USA,English,48.0,1.57926,0.0
Something Wild,1986,"Comedy, Crime, Romance",114,USA,English,69.0,8.362969,91.0
Stand by Me,1986,"Adventure, Drama",89,USA,English,81.0,52.287414,91.0
Tampopo,1985,Comedy,114,Japan,Japanese,79.0,0.375971,100.0
The Texas Chainsaw Massacre 2,1986,"Comedy, Horror",101,USA,English,56.0,8.025872,47.0
Top Gun,1986,"Action, Drama",110,USA,English,69.0,356.830601,54.0
Tough Guys,1986,"Comedy, Crime",104,USA,English,63.0,21.458229,57.0
True Stories,1986,"Musical, Comedy",89,USA,English,72.0,2.545142,78.0
Under the Cherry Moon,1986,"Comedy, Drama, Music",100,USA,"English, French",51.0,10.090429,36.0
Vamp,1986,"Comedy, Fantasy, Horror",93,USA,English,59.0,4.941117,25.0
Wildcats,1986,"Comedy, Sport",106,USA,English,60.0,26.285544,22.0
Wise Guys,1986,"Comedy, Crime",100,USA,"English, Italian",57.0,8.475466,31.0
The Wraith,1986,"Action, Horror, Romance",93,"USA, Canada",English,60.0,3.5,36.0
*batteries not included,1987,"Comedy, Family, Fantasy",106,USA,"English, Spanish",67.0,65.088797,63.0
Adventures in Babysitting,1987,"Adventure, Comedy, Crime",102,USA,English,69.0,34.368475,72.0
Allan Quatermain and the Lost City of Gold,1986,"Action, Adventure, Comedy",99,"USA, Israel",English,46.0,3.751699,40.0
And God Created Woman,1988,"Comedy, Drama, Romance",100,USA,English,43.0,0.717376,38.0
Angel Heart,1987,"Horror, Mystery, Thriller",113,"UK, Canada, USA","English, French",73.0,17.185632,79.0
Baby Boom,1987,"Comedy, Drama, Romance",110,USA,English,63.0,26.712476,76.0
Back to the Beach,1987,"Comedy, Musical",92,USA,English,59.0,13.110903,71.0
Barfly,1987,"Comedy, Drama, Romance",100,USA,English,72.0,3.221568,77.0
The Bedroom Window,1987,"Crime, Mystery, Thriller",112,USA,English,64.0,12.640385,72.0
The Believers,1987,"Crime, Drama, Horror",114,"USA, UK, Canada",English,61.0,18.753438,39.0
Benji the Hunted,1987,"Adventure, Family",88,USA,English,63.0,22.257624,55.0
Best Seller,1987,"Action, Crime, Drama",95,USA,English,65.0,4.27815,73.0
Beverly Hills Cop II,1987,"Action, Comedy, Crime",100,USA,English,65.0,299.965036,47.0
Beyond Therapy,1987,Comedy,93,USA,English,48.0,0.79,20.0
Blind Date,1987,"Comedy, Romance",95,USA,English,60.0,39.337581,21.0
Bloodsport,1988,"Action, Biography, Drama",92,USA,English,68.0,11.806119,40.0
Broadcast News,1987,"Comedy, Drama, Romance",133,USA,"English, Spanish, French, German",72.0,67.331309,98.0
Burglar,1987,"Comedy, Crime",103,"Canada, USA",English,52.0,16.337355,27.0
Can't Buy Me Love,1987,"Comedy, Drama, Romance",94,USA,English,68.0,31.623833,48.0
Cop,1988,"Crime, Drama, Mystery",110,USA,English,64.0,1.984315,83.0
Creepshow 2,1987,"Fantasy, Horror",92,USA,English,61.0,14.0,30.0
Cry Freedom,1987,"Biography, Drama, History",157,UK,English,74.0,5.899797,76.0
Date with an Angel,1987,"Comedy, Fantasy, Romance",105,USA,English,58.0,1.988962,14.0
The Dead,1987,Drama,83,"UK, Ireland",English,73.0,4.370078,93.0
Deadtime Stories,1986,"Comedy, Horror",93,USA,English,48.0,2.750741,0.0
Death Wish 4: The Crackdown,1987,"Action, Crime, Drama",99,USA,English,55.0,6.88031,14.0
Dirty Dancing,1987,"Drama, Music, Romance",100,USA,English,70.0,217.856315,68.0
Eat the Rich,1987,"Action, Comedy, Crime",90,UK,English,60.0,0.200723,43.0
Empire of the Sun,1987,"Action, Drama, History",153,USA,"English, Japanese, Mandarin, Shanghainese",77.0,22.238696,75.0
Extreme Prejudice,1987,"Action, Crime, Drama",96,USA,"English, Spanish",67.0,11.307844,70.0
Fatal Attraction,1987,"Drama, Thriller",119,USA,English,69.0,320.145693,76.0
Fatal Beauty,1987,"Action, Comedy, Crime",104,"USA, Japan",English,54.0,12.046526,23.0
Five Corners,1987,"Crime, Drama, Thriller",90,"UK, USA",English,62.0,0.969205,78.0
Flowers in the Attic,1987,"Drama, Mystery, Thriller",93,USA,English,58.0,15.151736,13.0
From the Hip,1987,"Comedy, Crime, Drama",111,USA,English,62.0,9.518342,22.0
Full Metal Jacket,1987,"Drama, War",116,"UK, USA","English, Vietnamese",83.0,46.357676,92.0
Gardens of Stone,1987,"Drama, Romance, War",111,USA,English,64.0,5.262047,47.0
The Gate,1987,"Fantasy, Horror",85,Canada,English,61.0,13.539458,55.0
"Good Morning, Vietnam",1987,"Biography, Comedy, Drama",121,USA,English,73.0,123.92237,90.0
Hamburger Hill,1987,"Action, Drama, Thriller",110,USA,"English, French",67.0,13.839404,100.0
Harry and the Hendersons,1987,"Comedy, Family, Fantasy",110,USA,English,60.0,49.998613,43.0
Heat,1986,"Action, Crime, Drama",101,USA,English,56.0,2.793214,17.0
Hello Again,1987,"Comedy, Drama, Fantasy",96,USA,English,54.0,20.419446,11.0
Hello Mary Lou: Prom Night II,1987,"Horror, Thriller",97,Canada,English,57.0,2.683519,53.0
Hellraiser,1987,"Horror, Thriller",94,UK,English,70.0,14.575193,72.0
The Hidden,1987,"Horror, Sci-Fi, Thriller",97,USA,English,70.0,9.747988,75.0
Hiding Out,1987,"Comedy, Drama, Romance",98,USA,English,65.0,7.019441,33.0
Hot Pursuit,1987,Comedy,93,"USA, Mexico",English,59.0,4.215849,0.0
House II: The Second Story,1987,"Comedy, Fantasy, Horror",88,USA,English,54.0,7.8,8.0
House of Games,1987,"Crime, Thriller",102,USA,English,73.0,2.585639,96.0
Innerspace,1987,"Action, Adventure, Comedy",120,USA,English,68.0,25.89381,82.0
Ironweed,1987,Drama,143,USA,English,67.0,7.393346,58.0
Ishtar,1987,"Action, Adventure, Comedy",107,USA,English,44.0,14.375181,37.0
Jaws: The Revenge,1987,"Adventure, Horror, Thriller",89,USA,English,30.0,51.881013,0.0
La Bamba,1987,"Biography, Drama, Music",108,USA,"English, Spanish",69.0,54.215416,91.0
The Last Emperor,1987,"Biography, Drama, History",163,"UK, Italy, France","English, Mandarin, Japanese",77.0,43.993508,89.0
Leonard Part 6,1987,"Action, Comedy, Sci-Fi",85,USA,English,22.0,4.615255,9.0
Less Than Zero,1987,"Crime, Drama",98,USA,"English, Spanish",65.0,12.396383,50.0
Lethal Weapon,1987,"Action, Crime, Thriller",109,USA,English,76.0,120.207127,81.0
The Living Daylights,1987,"Action, Adventure, Thriller",130,UK,"English, Arabic, French, German, Russian, Czech, Slovak, Dari, Pushto",67.0,51.185897,73.0
The Lost Boys,1987,"Comedy, Horror",97,USA,English,73.0,32.222567,76.0
Mannequin,1987,"Comedy, Fantasy, Romance",90,USA,English,59.0,42.721196,21.0
Masters of the Universe,1987,"Action, Adventure, Fantasy",106,"USA, Israel",English,54.0,17.33637,17.0
Maurice,1987,"Drama, Romance",140,UK,English,77.0,2.642567,89.0
The Monster Squad,1987,"Action, Comedy, Fantasy",79,USA,"English, German",71.0,3.76999,62.0
Moonstruck,1987,"Comedy, Drama, Romance",102,USA,"English, Italian, Latin",71.0,80.640528,93.0
Nadine,1987,"Comedy, Mystery, Romance",83,USA,English,56.0,5.669831,45.0
Near Dark,1987,"Action, Crime, Drama",94,USA,English,70.0,3.369307,88.0
Night of the Demons,1988,"Comedy, Fantasy, Horror",90,USA,English,62.0,3.109904,36.0
A Nightmare on Elm Street 3: Dream Warriors,1987,"Fantasy, Horror",96,USA,English,66.0,44.793222,72.0
No Man's Land,1987,"Crime, Drama, Thriller",107,USA,English,61.0,2.877571,50.0
No Way Out,1987,"Action, Crime, Drama",114,USA,"English, Russian",71.0,35.509515,91.0
Nuts,1987,"Drama, Thriller",116,USA,English,66.0,30.950002,33.0
Over the Top,1987,"Action, Drama, Sport",93,USA,English,58.0,16.05758,30.0
Overboard,1987,"Comedy, Romance",112,USA,"English, French, Portuguese",69.0,26.713187,44.0
The New Adventures of Pippi Longstocking,1988,"Adventure, Family, Fantasy",104,"Sweden, USA",English,60.0,3.569939,17.0
A Prayer for the Dying,1987,"Action, Crime, Drama",107,UK,English,63.0,1.432687,55.0
Predator,1987,"Action, Adventure, Sci-Fi",107,"USA, Mexico","English, Spanish, Russian",78.0,98.399956,81.0
Prince of Darkness,1987,Horror,102,USA,"English, Latin",67.0,14.182492,58.0
The Princess Bride,1987,"Adventure, Family, Fantasy",98,USA,English,81.0,30.882762,97.0
The Principal,1987,"Action, Crime, Drama",109,USA,English,63.0,19.73494,50.0
Project X,1987,"Comedy, Drama, Sci-Fi",108,USA,"English, American Sign Language",61.0,21.589395,75.0
Radio Days,1987,Comedy,88,USA,"English, Spanish, Italian",75.0,14.792779,90.0
Raising Arizona,1987,"Comedy, Crime",94,USA,English,73.0,29.18028,91.0
Revenge of the Nerds II: Nerds in Paradise,1987,Comedy,88,USA,"English, Spanish",52.0,30.063289,7.0
RoboCop,1987,"Action, Crime, Sci-Fi",102,USA,English,75.0,53.424681,90.0
Roxanne,1987,"Comedy, Romance",107,USA,English,66.0,40.050884,88.0
The Running Man,1987,"Action, Sci-Fi, Thriller",101,USA,English,67.0,38.122105,64.0
Russkies,1987,Drama,99,USA,English,57.0,2.189047,14.0
The Secret of My Success,1987,"Comedy, Romance",111,USA,English,65.0,110.996879,57.0
September,1987,Drama,83,USA,"English, French",65.0,0.486434,67.0
Slam Dance,1987,"Mystery, Thriller",92,"UK, USA",English,53.0,0.406881,20.0
Some Kind of Wonderful,1987,"Drama, Romance",95,USA,English,71.0,18.553948,78.0
Spaceballs,1987,"Adventure, Comedy, Sci-Fi",96,USA,English,71.0,38.119483,58.0
The Squeeze,1987,"Action, Comedy, Crime",101,USA,English,48.0,2.228951,14.0
Stakeout,1987,"Action, Comedy, Crime",117,USA,English,66.0,65.673233,88.0
Stand and Deliver,1988,"Biography, Drama",103,USA,"English, Spanish",73.0,13.99492,82.0
The Stepfather,1987,"Horror, Thriller",89,"UK, Canada, USA",English,68.0,2.48874,88.0
Straight to Hell,1987,"Action, Comedy, Western",86,UK,English,58.0,0.2102,33.0
Street Smart,1987,"Crime, Drama, Thriller",97,"USA, Canada",English,64.0,1.119112,64.0
Summer School,1987,"Comedy, Romance",97,USA,English,66.0,35.659098,63.0
Superman IV: The Quest for Peace,1987,"Action, Adventure, Sci-Fi",90,"UK, USA","English, Russian, French, Italian",37.0,15.68102,11.0
Suspect,1987,"Crime, Drama, Thriller",121,USA,English,66.0,18.7824,67.0
Three O'Clock High,1987,Comedy,97,USA,English,72.0,3.685862,67.0
Throw Momma from the Train,1987,"Comedy, Crime, Thriller",88,USA,English,63.0,57.915972,63.0
Tin Men,1987,"Comedy, Drama",112,USA,English,66.0,25.411386,77.0
The Untouchables,1987,"Crime, Drama, Thriller",119,USA,English,79.0,76.270454,82.0
Wall Street,1987,"Crime, Drama",126,USA,English,74.0,43.848069,79.0
The Whales of August,1987,Drama,90,USA,English,73.0,1.338198,64.0
White Water Summer,1987,"Adventure, Drama",90,USA,English,62.0,0.300859,29.0
The Witches of Eastwick,1987,"Comedy, Fantasy, Horror",118,USA,English,65.0,63.76651,76.0
The Year My Voice Broke,1987,"Drama, Romance",103,Australia,English,73.0,0.213901,94.0
18 Again!,1988,"Comedy, Fantasy, Romance",93,USA,English,58.0,2.567099,29.0
Above the Law,1988,"Action, Crime, Drama",99,USA,"English, Spanish, Assyrian Neo-Aramaic",60.0,18.869631,53.0
The Accidental Tourist,1988,"Drama, Romance",121,USA,English,68.0,32.632093,81.0
The Accused,1988,"Crime, Drama",111,"Canada, USA",English,71.0,32.078318,91.0
Action Jackson,1988,"Action, Comedy, Crime",96,USA,English,55.0,20.256975,13.0
Alien Nation,1988,"Action, Sci-Fi",91,USA,English,63.0,32.155047,53.0
Another Woman,1988,Drama,81,USA,English,73.0,1.562749,64.0
Arthur 2: On the Rocks,1988,"Comedy, Romance",113,USA,English,47.0,14.681192,13.0
Beaches,1988,"Comedy, Drama, Music",123,USA,English,70.0,57.041866,40.0
Beetlejuice,1988,"Comedy, Fantasy",92,USA,English,75.0,74.270074,85.0
Betrayed,1988,"Crime, Drama, Thriller",127,"USA, Japan",English,63.0,25.816139,42.0
Big,1988,"Comedy, Drama, Fantasy",104,USA,"English, Spanish",73.0,151.927281,97.0
Big Business,1988,Comedy,97,USA,"English, Italian",65.0,40.150487,44.0
Big Top Pee-wee,1988,"Adventure, Comedy, Romance",86,USA,"English, Italian",51.0,15.122324,35.0
Biloxi Blues,1988,"Comedy, Drama",106,USA,English,66.0,51.684798,78.0
Bird,1988,"Biography, Drama, Music",161,USA,English,72.0,2.181286,83.0
The Blob,1988,"Horror, Sci-Fi, Thriller",95,USA,English,65.0,8.247943,62.0
The Blue Iguana,1988,"Action, Comedy, Mystery",90,"USA, Mexico",English,52.0,0.161398,0.0
The Boost,1988,"Drama, Romance",95,USA,English,61.0,0.78499,40.0
Bull Durham,1988,"Comedy, Romance, Sport",108,USA,English,71.0,50.888729,97.0
Caddyshack II,1988,"Comedy, Sport",98,USA,English,38.0,11.798302,4.0
Camille Claudel,1988,"Biography, Drama, History",175,France,"French, English",73.0,3.331297,100.0
Casual Sex?,1988,Comedy,97,USA,English,50.0,12.277096,33.0
Child's Play,1988,"Fantasy, Horror, Thriller",87,USA,English,66.0,44.196684,71.0
Clean and Sober,1988,Drama,124,USA,English,67.0,8.674093,62.0
Cobra Verde,1987,"Adventure, Drama",111,"West Germany, Ghana","German, Ewe, Portuguese",70.0,0.012702,82.0
Cocktail,1988,"Comedy, Drama, Romance",104,"USA, Canada","English, Spanish Sign Language",59.0,171.504781,7.0
Cocoon: The Return,1988,"Adventure, Comedy, Mystery",116,USA,English,55.0,25.024919,33.0
Colors,1988,"Action, Crime, Drama",120,USA,"English, Spanish",68.0,46.616067,82.0
Coming to America,1988,"Comedy, Romance",116,USA,English,70.0,288.752301,65.0
The Couch Trip,1988,Comedy,97,USA,English,58.0,11.005304,33.0
Crossing Delancey,1988,"Comedy, Romance",97,USA,"English, French, Hebrew, Yiddish",69.0,16.262415,88.0
Crusoe,1988,Drama,91,"UK, USA",English,62.0,0.315421,67.0
Dangerous Liaisons,1988,"Drama, Romance",119,"USA, UK",English,76.0,34.67072,93.0
Dead Heat,1988,"Action, Comedy, Horror",86,USA,English,61.0,3.588626,11.0
The Dead Pool,1988,"Action, Crime, Mystery",91,USA,English,63.0,37.903295,55.0
Dead Ringers,1988,"Drama, Horror, Thriller",116,Canada,English,73.0,8.038508,83.0
Die Hard,1988,"Action, Thriller",132,USA,"English, German, Italian, Japanese",82.0,141.482154,94.0
Dirty Rotten Scoundrels,1988,"Comedy, Crime",110,USA,"English, French",74.0,42.039085,89.0
Distant Thunder,1988,Drama,114,"USA, Canada",English,57.0,0.156188,43.0
Eight Men Out,1988,"Drama, History, Sport",119,USA,English,72.0,5.680515,86.0
Ernest Saves Christmas,1988,"Comedy, Family, Fantasy",95,USA,English,57.0,28.202109,36.0
Everybody's All-American,1988,"Drama, Romance, Sport",127,USA,English,62.0,12.638294,42.0
A Fish Called Wanda,1988,"Comedy, Crime",108,"UK, USA","English, Italian, Russian, French",75.0,62.493712,95.0
Frantic,1988,"Crime, Drama, Mystery",120,"USA, France","English, French",69.0,17.63795,76.0
Funny Farm,1988,Comedy,101,USA,English,62.0,25.537221,65.0
Gorillas in the Mist: The Story of Dian Fossey,1988,"Biography, Drama",129,USA,English,70.0,61.149479,83.0
The Great Outdoors,1988,Comedy,91,USA,English,67.0,43.45523,40.0
Hairspray,1988,"Comedy, Drama, Family",92,USA,English,69.0,6.671108,98.0
Halloween 4: The Return of Michael Myers,1988,"Horror, Thriller",88,USA,English,59.0,17.768757,29.0
Hellbound: Hellraiser II,1988,"Horror, Thriller",97,UK,English,65.0,12.090735,50.0
Hero and the Terror,1988,"Action, Crime, Drama",96,USA,English,53.0,5.3012,0.0
High Spirits,1988,"Comedy, Fantasy",99,"Ireland, UK, USA",English,58.0,8.578231,27.0
I'm Gonna Git You Sucka,1988,"Action, Comedy, Crime",88,USA,English,66.0,13.030057,64.0
Johnny Be Good,1988,"Comedy, Sport",91,USA,English,46.0,17.550399,0.0
Kansas,1988,"Crime, Drama, Romance",108,USA,English,55.0,2.432536,20.0
Lady in White,1988,"Fantasy, Horror, Mystery",113,USA,"English, Italian, Spanish, German",67.0,1.705139,69.0
The Lair of the White Worm,1988,"Comedy, Horror",93,UK,English,59.0,1.189315,67.0
The Last Temptation of Christ,1988,Drama,164,"Canada, USA",English,75.0,8.865702,81.0
License to Drive,1988,Comedy,88,USA,English,64.0,22.433275,17.0
Little Nikita,1988,"Drama, Thriller",98,USA,English,60.0,1.73307,54.0
Maniac Cop,1988,"Action, Crime, Horror",85,USA,English,60.0,0.671382,50.0
Married to the Mob,1988,"Comedy, Crime, Romance",104,USA,English,62.0,21.486757,89.0
Masquerade,1988,"Drama, Romance, Thriller",91,USA,"English, French",60.0,15.855828,50.0
Midnight Crossing,1988,"Mystery, Thriller",104,USA,English,46.0,1.328001,40.0
Midnight Run,1988,"Action, Comedy, Crime",126,USA,English,75.0,81.613606,94.0
The Milagro Beanfield War,1988,"Comedy, Drama, Fantasy",117,USA,"English, Spanish",68.0,13.825794,59.0
Mississippi Burning,1988,"Crime, Drama, History",128,USA,English,78.0,34.603943,84.0
Mr. North,1988,"Comedy, Drama",93,USA,English,59.0,1.221366,50.0
My Stepmother Is an Alien,1988,"Comedy, Sci-Fi",105,USA,English,54.0,13.854,19.0
Mystic Pizza,1988,"Comedy, Drama, Romance",104,USA,English,63.0,12.793213,75.0
The Naked Gun: From the Files of Police Squad!,1988,"Comedy, Crime",85,USA,English,76.0,78.756177,88.0
